word	ipa	russian_def	georgian_def
მაზოლი	mazoli	мозоль	კორძი
მაზოჯალი	mazod͡ʒali	повелитель	მბრძანებელი
მაზურზულარი	mazurzulari	рыдающий	მოზუზუნე, ხმამაღლა მოტირალი
მათასალი	matasali	сеющий	მთესველი
მათარა	matara	сосуд (железный) для воды, дорожная кружка, фляга	მათარა; ტყავის სასმისი, სამგზავრო ჭიქა
მათრახი см. მართახი	matraxi см. martaxi		
მათუხალი	matuxali	прядильщик, сучильщик	ძაფის დამრთველი, მძახველი
მათქუალი	matkuali	говорящий	მთქმელი
მათხილარი	matxilari	1. пастух, сторож 2. стерегущий	მწყემსი 2. მოდარაჯე, ყარაული
მათხილე	matxile	пастух, сторож	მწყემსი
მათხირი см. მათხუალი	matxiri см. matxuali	нищий	მათხოვარი
მათხოზინალი	matxozinali	преследующий, преследователь	მდევარი
მათხოზინე/უ	matxozine/u	преследователь	მდევარი 186 მ
მათხორალი	matxorali	копающий	მთხრელი
მათხუალი	matxuali	1. просящий 2. нищий	მთხოვნელი 2. მათხოვარი; გლახაკი
მათხუუ см. მათხუალი	matxuu см. matxuali		
მაიმუნი	maimuni	обезьяна	მაიმუნი
მაინჯე см. მალინჯე ბორჯი	maind͡ʒe см. malind͡ʒe bord͡ʒi	вечер (поздний), вечернее время	საღამო ხანი
მაინჯეთ	maind͡ʒet	вечером	საღამოს
მაკათური	mak'aturi	1. соучастник; причастный 2. участник; перен. член	მოზიარე, მონაწილე 2. წევრი; გადატ. წევრი
მაკარიშე	mak'ariʃe	кабан	მამალი (დაუკოდავი) ღორი, ტახი
მაკითხე	mak'itxe	1. читающий 2. гадалка, ворожея 3. спрашивающий	მკითხველი (დაწერილის) 2. მკითხავი, მისანი 3. მკითხველი ამბისა
მაკიკონალი	mak'ik'onali	клюющий	მკენკავი
მაკინდოლი	mak'indoli	петрушка	ოხრახუში, მაკიდო
მაკიჟინალი	mak'iʒinali	кричащий	მყვირალი
მაკუჩხური см. კუჩხა	mak'ut͡ʃxuri см. k'ut͡ʃxa		
მალაზონი	malazoni	монахиня	მონაზონი
მალათირე	malatire	сообщник	მოზიარე
მალალარი	malalari	лающий (о собаке)	მყეფარე, მყეფი (ძაღლი)
მალამა	malama	бальзам	მალამო
მალა-მალას	mala-malas	часто, поминутно	მალიმალ
მალას	malas	быстро	სწრაფად
მალაღური	malaɣuri	жаворонок, иволга, ремез	მოლაღური
მალაყი	malaq'i	род танца; акробатическое движение (вверх ногами), прыжок	ცეკვის სახეობა; მალაყი (თავდაყირა) кувырком
მალახარი	malaxari	бьющий	გამლახველი, მცემელი
მალახია	malaxia	1. мотылёк 2. крупная заразная муха	ფარვანა 2. დიდი ბუზი, სნეულების გადამტანი
მალაჸაფე	mala‘ape	1. играющий 2. игрок	მოთამაშე
მალიმური//მალჷმური	malimuri//maləmuri	войн, воюющий	მეომარი, მებრძოლი
მა(ლ)ინჯე	ma(l)ind͡ʒe	вечер	საღამო
მალინჯე ბორჯი см. მაინჯე	malind͡ʒe bord͡ʒi см. maind͡ʒe		
მალურია	maluria	персидская мимоза	ლენქორანული ალბიცია
მალუღია	maluɣia	инжирник (птица), щур	მელეღვიე (ჩიტი)
მამალას: ვალიშ მამალას	mamalas: valiʃ mamalas	скоро, быстро > быстро, как молния, молниеносно	მალე, ძალიან მალე, ელვის სისწრაფით > ისე სწრაფად, როგორც ელვა
მამანგარა	mamangara	силой с…чего-либо; такой сильный, как…	ისე ძლიერი, როგორც…
მამაღალა	mamaɣala	высотой с…; такой высокий, как…	ისე მაღალი, როგორც…
მამ(ი)დასქუა	mam(i)daskua	двоюродный брат, сестра (по отцовской линии)	მამიდაშვილი
მამონკა	mamonk'a	тяжестью с, весом с…; такой тяжелый, как…	ისე მძიმე, როგორც…
მამული	mamuli	родовое имение	მამული
მანათებელი	manatebeli	светящий	მანათებელი
მანათი: მანათობით	manati: manatobit	рубль > по рублю, рублями	მანეთი > მანეთობით
მანათიანი	manatiani	рублёвый	მანეთიანი
მანას см. მალას	manas см. malas	быстро, скоро	მალე, სწრაფად
მანახვალი	manaxvali	прачка; стирающий	მრეცხავი
მანგარალი	mangarali	плачущий; плакальщик(ца)	დამტირებელი, მ(ო)ტირალი
